job_title,experience_years,education_level,skills_count,industry,company_size,location,remote_work,certifications,salary
Cybersecurity Analyst,16,Bachelor,2,Manufacturing,Startup,Netherlands,Hybrid,1,126011
Cybersecurity Analyst,6,PhD,2,Manufacturing,Medium,USA,Yes,1,183540
Machine Learning Engineer,9,High School,19,Education,Medium,Remote,No,0,151163
Product Manager,8,Bachelor,18,Retail,Enterprise,UK,No,3,199104
Cloud Engineer,20,Bachelor,1,Healthcare,Medium,Sweden,No,5,152262
DevOps Engineer,10,Bachelor,8,Telecom,Large,Australia,Hybrid,3,154143
Cybersecurity Analyst,5,Bachelor,4,Healthcare,Small,USA,No,3,149335
Frontend Developer,7,Master,15,Education,Startup,Germany,No,1,122898
Product Manager,3,PhD,18,Consulting,Enterprise,Netherlands,Yes,5,187886
Software Engineer,2,Bachelor,10,Healthcare,Enterprise,Singapore,Yes,0,132356
Software Engineer,3,Master,19,Media,Startup,Australia,Hybrid,5,113778
Data Analyst,5,Diploma,8,Manufacturing,Medium,Remote,Yes,3,87327
Backend Developer,14,High School,10,Government,Medium,Singapore,Hybrid,5,131383
DevOps Engineer,1,Master,19,Government,Small,Australia,No,0,110090
DevOps Engineer,7,Diploma,7,Education,Small,Germany,No,1,128398
Cybersecurity Analyst,13,Bachelor,1,Manufacturing,Enterprise,Singapore,Yes,0,169961
Data Analyst,16,High School,5,Manufacturing,Startup,Germany,No,0,107918
Business Analyst,19,Bachelor,6,Media,Startup,Sweden,Hybrid,2,121129
Cloud Engineer,19,Diploma,19,Retail,Large,Canada,Yes,1,215035
Cybersecurity Analyst,16,Bachelor,7,Education,Small,Sweden,No,5,150418
Data Scientist,11,Diploma,1,Education,Medium,Germany,Hybrid,0,135035
Business Analyst,13,Bachelor,5,Telecom,Enterprise,Remote,Yes,5,149372
Cloud Engineer,7,PhD,16,Healthcare,Small,Germany,Yes,0,160133
Data Scientist,11,Bachelor,3,Education,Medium,Australia,Hybrid,3,128489
Frontend Developer,10,PhD,12,Government,Enterprise,Canada,No,1,199468
Cloud Engineer,16,PhD,2,Healthcare,Medium,Australia,Hybrid,4,171789
Data Analyst,9,PhD,14,Healthcare,Enterprise,Sweden,Hybrid,3,156171
Business Analyst,13,PhD,19,Media,Startup,UK,Hybrid,4,158448
Business Analyst,0,High School,16,Telecom,Enterprise,Australia,Hybrid,1,100366
Machine Learning Engineer,15,PhD,1,Technology,Enterprise,UK,No,1,238768
Product Manager,7,Diploma,18,Manufacturing,Large,Sweden,Hybrid,0,147722
Frontend Developer,7,Diploma,5,Retail,Large,Remote,Yes,5,124540
Data Analyst,3,High School,9,Healthcare,Small,India,Yes,0,58479
AI Engineer,6,Diploma,10,Technology,Enterprise,Netherlands,Hybrid,1,165184
Frontend Developer,6,PhD,18,Technology,Large,Sweden,Yes,5,155215
Cybersecurity Analyst,16,Bachelor,1,Healthcare,Large,Singapore,Yes,4,163849
Frontend Developer,10,PhD,10,Media,Startup,Canada,No,5,154967
Cloud Engineer,8,High School,17,Technology,Startup,UK,Hybrid,1,116652
Backend Developer,18,Master,4,Retail,Enterprise,Netherlands,Yes,3,177135
Cloud Engineer,16,Bachelor,7,Retail,Startup,Sweden,Yes,3,140077
Backend Developer,5,Bachelor,9,Healthcare,Enterprise,Australia,No,5,144244
AI Engineer,4,High School,17,Education,Medium,Canada,Hybrid,1,157859
Frontend Developer,8,Bachelor,13,Education,Startup,Sweden,No,5,114561
Software Engineer,8,Bachelor,9,Healthcare,Startup,India,No,4,72340
DevOps Engineer,8,Master,18,Government,Medium,USA,Yes,3,195381
Data Scientist,1,Diploma,12,Telecom,Large,Singapore,Hybrid,1,117674
DevOps Engineer,17,Diploma,19,Finance,Large,India,Yes,1,125648
Cybersecurity Analyst,14,Master,7,Telecom,Enterprise,Netherlands,Yes,5,187203
Machine Learning Engineer,7,PhD,17,Telecom,Large,Australia,Yes,3,176266
Product Manager,7,Bachelor,15,Healthcare,Large,Netherlands,Yes,3,155893
Frontend Developer,18,High School,12,Retail,Small,Canada,Yes,4,157461
Product Manager,4,Bachelor,4,Healthcare,Small,Netherlands,Yes,2,115315
AI Engineer,4,High School,13,Media,Medium,Remote,No,1,137952
Machine Learning Engineer,19,PhD,6,Finance,Large,Remote,Hybrid,3,204283
Product Manager,20,Master,13,Technology,Startup,Singapore,No,0,162442
Software Engineer,5,Master,5,Education,Medium,Sweden,Hybrid,5,130386
DevOps Engineer,18,Master,3,Technology,Startup,Sweden,No,0,147661
Business Analyst,2,Bachelor,19,Government,Enterprise,Netherlands,Hybrid,4,110942
Software Engineer,4,PhD,13,Government,Startup,Singapore,No,2,110797
Cloud Engineer,0,Master,4,Technology,Large,India,Hybrid,3,89890
DevOps Engineer,6,High School,1,Consulting,Enterprise,USA,Yes,1,171085
Cloud Engineer,18,High School,13,Telecom,Small,Canada,Yes,2,176680
Software Engineer,1,High School,1,Manufacturing,Medium,UK,No,2,95870
AI Engineer,4,Diploma,7,Finance,Medium,Sweden,Yes,4,144397
DevOps Engineer,11,Master,17,Education,Large,Australia,No,0,170464
Frontend Developer,6,Bachelor,1,Technology,Startup,India,Yes,1,75666
Backend Developer,0,Bachelor,5,Education,Enterprise,USA,Yes,3,158152
AI Engineer,20,PhD,3,Government,Startup,UK,Yes,0,198002
Software Engineer,0,Master,18,Media,Large,USA,No,4,164916
Cybersecurity Analyst,16,PhD,11,Telecom,Medium,India,Hybrid,4,112792
AI Engineer,16,Diploma,16,Education,Enterprise,USA,Hybrid,5,267853
Backend Developer,18,PhD,10,Education,Medium,Sweden,Yes,5,172503
Business Analyst,4,Diploma,6,Media,Enterprise,Australia,Hybrid,0,95227
Cybersecurity Analyst,7,Master,5,Telecom,Small,India,Yes,0,96180
Backend Developer,3,Diploma,12,Media,Large,Sweden,No,3,119472
Frontend Developer,5,PhD,16,Healthcare,Startup,Singapore,Hybrid,3,112609
Business Analyst,10,High School,17,Manufacturing,Large,USA,Yes,1,151926
Software Engineer,12,Bachelor,7,Technology,Small,Australia,Yes,3,131789
Software Engineer,1,Bachelor,15,Telecom,Startup,Remote,No,5,102041
Software Engineer,3,PhD,8,Telecom,Large,Germany,No,1,142205
Cloud Engineer,3,PhD,3,Technology,Medium,Singapore,Yes,3,136216
Data Analyst,2,PhD,3,Healthcare,Large,Singapore,Yes,5,119511
Product Manager,17,PhD,1,Manufacturing,Enterprise,Australia,Yes,5,218225
Cybersecurity Analyst,7,High School,5,Technology,Medium,USA,Yes,5,155543
AI Engineer,14,High School,3,Finance,Large,Remote,Yes,0,166615
Data Scientist,19,Bachelor,11,Technology,Medium,India,Yes,4,107814
DevOps Engineer,10,Bachelor,10,Technology,Medium,Germany,No,3,156891
Data Scientist,0,High School,6,Education,Startup,Canada,Yes,1,105734
DevOps Engineer,16,Master,3,Government,Startup,India,Yes,5,114218
Machine Learning Engineer,4,Diploma,5,Technology,Medium,India,No,3,87969
Cybersecurity Analyst,18,High School,19,Consulting,Medium,India,No,0,101453
Cloud Engineer,18,Diploma,13,Manufacturing,Small,India,Hybrid,1,108022
Business Analyst,5,High School,6,Technology,Medium,Netherlands,Yes,2,77308
Product Manager,4,Bachelor,6,Technology,Small,Australia,Yes,5,139007
Machine Learning Engineer,20,Diploma,17,Manufacturing,Large,Sweden,No,1,182475
Machine Learning Engineer,1,High School,14,Education,Large,Germany,No,3,143534
Software Engineer,7,Diploma,2,Education,Small,Canada,Yes,2,126021
Product Manager,14,Master,8,Education,Startup,USA,Yes,4,187699
Software Engineer,0,Diploma,3,Manufacturing,Large,Netherlands,No,2,95544
Cloud Engineer,17,PhD,1,Education,Startup,UK,No,2,171877
AI Engineer,10,Bachelor,11,Retail,Large,Australia,Yes,2,175580
Software Engineer,7,Bachelor,17,Education,Medium,Remote,Hybrid,2,128407
Software Engineer,2,Bachelor,9,Manufacturing,Enterprise,Remote,Hybrid,1,126749
Backend Developer,4,Diploma,16,Manufacturing,Large,Sweden,Yes,4,122691
AI Engineer,7,Master,11,Retail,Startup,Netherlands,Yes,2,148197
Machine Learning Engineer,10,High School,3,Finance,Large,Sweden,Yes,2,149306
Data Analyst,1,PhD,18,Education,Large,Remote,Yes,5,129710
Cybersecurity Analyst,15,PhD,18,Healthcare,Startup,Netherlands,No,5,160867
Data Analyst,14,Bachelor,14,Consulting,Small,Canada,No,0,125391
Machine Learning Engineer,12,Diploma,5,Telecom,Medium,Remote,Yes,4,149862
Frontend Developer,9,Master,12,Finance,Large,USA,Hybrid,1,177892
Cybersecurity Analyst,6,Diploma,5,Media,Large,Remote,Yes,2,133030
Product Manager,7,High School,15,Retail,Medium,Remote,Yes,5,135815
Business Analyst,15,Master,18,Retail,Small,Netherlands,Yes,2,129868
Business Analyst,3,High School,19,Government,Small,Sweden,Yes,0,88688
Machine Learning Engineer,12,Master,3,Healthcare,Small,India,No,4,95955
Product Manager,9,Master,7,Education,Small,Germany,Yes,5,156535
Cloud Engineer,10,High School,19,Consulting,Large,Singapore,Hybrid,4,140891
Backend Developer,1,Master,16,Government,Medium,Sweden,Yes,3,118976
Product Manager,18,Bachelor,16,Technology,Large,Netherlands,Yes,3,190695
Backend Developer,2,PhD,8,Media,Large,UK,Hybrid,2,154720
DevOps Engineer,1,Bachelor,12,Finance,Enterprise,Australia,No,4,147694
Cybersecurity Analyst,2,High School,19,Telecom,Startup,USA,No,3,132752
AI Engineer,7,Diploma,11,Education,Large,USA,Hybrid,3,206357
DevOps Engineer,16,Diploma,11,Finance,Large,Netherlands,Hybrid,0,146832
Cybersecurity Analyst,5,Bachelor,17,Education,Small,Australia,No,1,124993
Machine Learning Engineer,12,Diploma,15,Technology,Small,Canada,Hybrid,3,172831
DevOps Engineer,12,High School,3,Telecom,Enterprise,Singapore,No,3,150869
Backend Developer,12,Bachelor,19,Government,Enterprise,Netherlands,No,1,163417
Frontend Developer,8,Diploma,9,Healthcare,Medium,Germany,Hybrid,1,118506
Data Scientist,11,Diploma,5,Finance,Large,Germany,No,2,141243
Cybersecurity Analyst,16,Diploma,8,Healthcare,Startup,Australia,No,4,128212
Backend Developer,6,PhD,2,Government,Startup,Netherlands,Hybrid,1,106038
Cybersecurity Analyst,10,PhD,14,Government,Enterprise,Canada,Yes,2,234632
Product Manager,5,Master,9,Media,Startup,Singapore,Yes,5,133766
DevOps Engineer,15,High School,9,Finance,Small,USA,No,4,168619
Cybersecurity Analyst,1,Diploma,3,Retail,Large,Sweden,Yes,3,115848
AI Engineer,1,PhD,12,Education,Large,Sweden,No,5,175406
Product Manager,15,Master,18,Manufacturing,Enterprise,Australia,Yes,0,204211
Backend Developer,5,Master,14,Healthcare,Startup,Remote,Hybrid,0,109956
Cloud Engineer,10,PhD,10,Telecom,Medium,Australia,Hybrid,2,148413
DevOps Engineer,5,PhD,10,Finance,Large,UK,Yes,1,188731
Cloud Engineer,14,PhD,17,Media,Small,Netherlands,Yes,4,164412
Product Manager,10,PhD,3,Finance,Enterprise,Netherlands,No,0,181834
Data Scientist,6,High School,9,Government,Enterprise,Germany,Yes,2,156120
Business Analyst,5,Bachelor,7,Finance,Large,Remote,Yes,1,110729
Data Analyst,2,Master,16,Technology,Small,Australia,Hybrid,3,95677
Product Manager,20,Master,9,Technology,Enterprise,India,Yes,5,162439
Business Analyst,1,Bachelor,4,Government,Small,Australia,No,0,69301
Cybersecurity Analyst,10,PhD,18,Media,Startup,Singapore,Yes,4,148089
Data Analyst,7,Master,12,Media,Large,Canada,Yes,0,144332
AI Engineer,9,PhD,13,Technology,Startup,Germany,Yes,2,180170
DevOps Engineer,6,Diploma,17,Manufacturing,Enterprise,Australia,No,0,148439
Frontend Developer,3,Bachelor,3,Education,Startup,Singapore,Hybrid,5,79936
Data Analyst,17,Diploma,17,Manufacturing,Large,Singapore,Hybrid,5,147612
Cybersecurity Analyst,1,Diploma,13,Education,Startup,Sweden,Yes,1,100697
DevOps Engineer,14,Master,4,Retail,Medium,Remote,Yes,0,151080
Business Analyst,13,Bachelor,2,Healthcare,Small,USA,Hybrid,3,127422
Business Analyst,0,High School,1,Finance,Small,USA,No,3,89597
Data Analyst,12,Diploma,2,Manufacturing,Large,Singapore,Yes,0,118559
Frontend Developer,2,High School,18,Education,Small,India,No,3,62517
Data Analyst,9,High School,18,Media,Medium,Canada,No,4,127393
Cloud Engineer,8,Master,14,Healthcare,Small,Germany,No,4,150279
AI Engineer,18,Master,2,Consulting,Startup,Australia,No,4,173099
Data Analyst,7,High School,18,Retail,Small,Canada,Hybrid,2,104938
Product Manager,9,High School,4,Healthcare,Small,Australia,No,1,110386
Software Engineer,3,Diploma,17,Media,Startup,Australia,No,2,95434
Frontend Developer,11,Master,6,Media,Small,Remote,Yes,4,128245
Cloud Engineer,5,PhD,18,Media,Small,Australia,Hybrid,5,140882
Data Scientist,8,PhD,17,Government,Medium,USA,No,3,195781
Product Manager,12,High School,13,Retail,Small,Australia,No,2,121863
Machine Learning Engineer,18,Diploma,16,Telecom,Startup,Germany,No,5,169875
Cloud Engineer,6,Diploma,1,Education,Large,Singapore,Yes,3,137441
Backend Developer,7,High School,10,Finance,Medium,USA,Yes,5,145680
Cloud Engineer,1,High School,18,Manufacturing,Large,Germany,No,4,139679
Backend Developer,19,Bachelor,16,Telecom,Small,USA,Yes,4,195879
Cybersecurity Analyst,11,PhD,19,Retail,Enterprise,Australia,Yes,1,191833
Frontend Developer,15,High School,17,Manufacturing,Enterprise,Canada,No,1,183037
Frontend Developer,2,PhD,10,Healthcare,Enterprise,India,Yes,2,96449
Cloud Engineer,11,PhD,13,Healthcare,Startup,Canada,Yes,2,176640
Business Analyst,15,PhD,15,Consulting,Startup,Sweden,Yes,1,130587
Frontend Developer,19,High School,7,Technology,Enterprise,USA,No,0,195914
AI Engineer,0,Bachelor,17,Manufacturing,Small,Australia,No,3,132404
Business Analyst,15,Diploma,6,Finance,Startup,Australia,Yes,3,106715
Cybersecurity Analyst,14,Master,14,Government,Startup,UK,No,3,165249
Business Analyst,6,High School,11,Healthcare,Large,UK,Yes,4,115016
Machine Learning Engineer,1,PhD,9,Government,Large,Australia,No,0,155631
Product Manager,19,Bachelor,9,Technology,Small,India,No,0,101910
Data Analyst,19,Bachelor,11,Healthcare,Large,Canada,No,3,174595
Data Scientist,19,Bachelor,15,Telecom,Small,Netherlands,Hybrid,2,162130
Data Analyst,6,Master,5,Telecom,Small,Sweden,Hybrid,2,96390
Product Manager,9,Diploma,12,Technology,Small,Singapore,Hybrid,2,126479
Cybersecurity Analyst,14,High School,18,Retail,Small,India,No,3,97801
Product Manager,10,High School,8,Healthcare,Startup,Australia,No,2,109054
Software Engineer,20,Master,5,Consulting,Startup,UK,Yes,3,169781
AI Engineer,10,Master,14,Education,Enterprise,Australia,Yes,4,208646
Backend Developer,15,Diploma,16,Manufacturing,Enterprise,Germany,No,5,183330
Data Analyst,14,High School,1,Manufacturing,Medium,Australia,Hybrid,3,108336
Product Manager,19,Master,1,Telecom,Enterprise,UK,No,4,227256
Backend Developer,2,Diploma,11,Media,Startup,Canada,No,0,107637
Business Analyst,11,Bachelor,6,Finance,Startup,Canada,Yes,2,119522
Backend Developer,6,Master,15,Education,Large,Netherlands,Yes,2,140322
Product Manager,9,Diploma,6,Telecom,Small,UK,Hybrid,0,129747
AI Engineer,15,Diploma,13,Technology,Large,Australia,No,0,177571
Cybersecurity Analyst,19,Diploma,13,Government,Large,Canada,No,2,201265
Cybersecurity Analyst,9,PhD,2,Education,Large,Australia,No,0,156439
DevOps Engineer,2,High School,2,Healthcare,Small,Australia,Yes,3,90628
Frontend Developer,3,High School,15,Healthcare,Medium,India,No,0,64981
Product Manager,20,High School,16,Healthcare,Medium,Australia,No,0,151410
Business Analyst,14,High School,10,Manufacturing,Enterprise,USA,No,2,165835
AI Engineer,2,High School,19,Education,Medium,India,Yes,2,95198
AI Engineer,5,Bachelor,1,Consulting,Startup,Germany,Hybrid,1,137431
DevOps Engineer,16,Master,13,Telecom,Large,Remote,No,4,185033
Product Manager,13,Diploma,13,Consulting,Large,Canada,Hybrid,1,190709
Software Engineer,6,Bachelor,18,Technology,Medium,UK,Hybrid,1,137556
Frontend Developer,11,Bachelor,15,Healthcare,Large,USA,Hybrid,0,167407
Software Engineer,2,PhD,13,Finance,Startup,USA,Yes,3,154907
Business Analyst,11,High School,7,Education,Large,USA,No,2,135976
Machine Learning Engineer,17,Master,13,Education,Small,UK,No,4,199221
Product Manager,20,PhD,15,Technology,Medium,Canada,No,2,230064
Business Analyst,14,High School,7,Manufacturing,Enterprise,Singapore,Hybrid,0,123398
DevOps Engineer,11,Bachelor,15,Government,Startup,Singapore,Yes,3,139549
Cybersecurity Analyst,8,High School,17,Healthcare,Medium,USA,Hybrid,2,161620
AI Engineer,18,PhD,5,Healthcare,Startup,Germany,Yes,5,198334
AI Engineer,18,Diploma,19,Technology,Large,Sweden,Hybrid,2,203822
Data Scientist,1,Master,8,Retail,Medium,Sweden,Yes,5,124457
Data Analyst,19,Master,9,Government,Enterprise,Remote,No,4,170104
Data Scientist,3,High School,12,Media,Small,Canada,No,1,112180
AI Engineer,16,High School,12,Healthcare,Small,Canada,Hybrid,2,190034
Software Engineer,20,Diploma,17,Government,Startup,Sweden,No,0,134164
Backend Developer,6,PhD,2,Technology,Large,India,Hybrid,2,102836
Product Manager,19,Master,8,Healthcare,Medium,Sweden,Yes,4,184296
Machine Learning Engineer,2,Bachelor,2,Media,Enterprise,Germany,No,4,154626
AI Engineer,6,Diploma,2,Consulting,Small,Germany,Yes,2,144251
Backend Developer,7,Master,3,Technology,Small,Germany,Hybrid,5,137149
Software Engineer,9,PhD,19,Retail,Small,Sweden,Hybrid,4,146938
Backend Developer,5,Bachelor,17,Media,Small,UK,Hybrid,0,123320
Machine Learning Engineer,0,Diploma,11,Education,Small,UK,No,1,134026
Cybersecurity Analyst,18,High School,1,Consulting,Medium,UK,No,1,142231
Frontend Developer,13,High School,6,Manufacturing,Small,Netherlands,Hybrid,5,105890
Backend Developer,14,High School,16,Finance,Medium,Sweden,Hybrid,4,134742
Data Analyst,4,Diploma,3,Healthcare,Large,Germany,Yes,5,108126
Software Engineer,10,High School,7,Education,Startup,Sweden,Hybrid,4,101468
Backend Developer,0,PhD,1,Technology,Large,Australia,Yes,2,130539
Cybersecurity Analyst,2,Bachelor,5,Manufacturing,Startup,Canada,No,2,117691
Backend Developer,18,PhD,15,Education,Startup,Netherlands,No,3,149844
Software Engineer,15,Master,19,Education,Small,India,Yes,2,110809
Data Analyst,8,Bachelor,6,Healthcare,Startup,Australia,Hybrid,1,83766
Backend Developer,4,Master,10,Finance,Startup,Singapore,No,1,109477
Business Analyst,9,Bachelor,14,Government,Medium,Australia,Hybrid,1,108324
DevOps Engineer,15,PhD,13,Retail,Startup,India,Yes,4,102928
Software Engineer,7,Master,19,Finance,Startup,Canada,Yes,0,147787
Backend Developer,11,High School,4,Education,Startup,Canada,Hybrid,1,115350
Backend Developer,13,Bachelor,9,Government,Medium,Sweden,Yes,5,140621
Frontend Developer,5,Bachelor,13,Government,Large,Remote,Yes,4,137311
Backend Developer,13,Master,13,Media,Large,Australia,No,4,158688
Business Analyst,6,PhD,9,Manufacturing,Small,Germany,No,2,128323
Cybersecurity Analyst,7,PhD,11,Manufacturing,Small,Canada,Yes,2,165720
Cybersecurity Analyst,8,PhD,10,Finance,Enterprise,India,Yes,2,127254
Business Analyst,1,Diploma,2,Healthcare,Enterprise,Singapore,Hybrid,5,92159
Software Engineer,10,Diploma,16,Technology,Startup,Singapore,No,1,110827
Machine Learning Engineer,2,PhD,14,Telecom,Large,USA,No,2,219009
Data Scientist,16,Bachelor,1,Finance,Startup,Australia,Yes,0,128820
AI Engineer,12,Master,2,Finance,Large,Sweden,No,5,188148
Cybersecurity Analyst,19,High School,13,Technology,Small,Netherlands,Hybrid,2,139092
Software Engineer,20,Diploma,2,Education,Small,USA,No,4,181163
AI Engineer,13,Bachelor,17,Retail,Small,Canada,No,0,187064
Data Analyst,1,Diploma,15,Finance,Large,Germany,Yes,1,108647
Backend Developer,1,Master,15,Government,Startup,Australia,Hybrid,5,101236
Cloud Engineer,3,Bachelor,18,Finance,Medium,India,Hybrid,1,83283
Backend Developer,6,PhD,2,Education,Startup,Remote,Yes,2,117990
Cybersecurity Analyst,1,High School,18,Government,Large,Australia,Yes,5,130034
DevOps Engineer,19,PhD,5,Technology,Large,USA,Hybrid,3,250703
Product Manager,6,PhD,2,Education,Startup,Germany,No,3,146721
Data Analyst,18,High School,11,Telecom,Large,Sweden,Yes,3,136255
Cybersecurity Analyst,17,PhD,8,Consulting,Startup,UK,Yes,4,191907
Business Analyst,12,Diploma,17,Retail,Small,Singapore,Yes,1,110488
Cybersecurity Analyst,7,Bachelor,13,Consulting,Small,Sweden,No,3,123192
Software Engineer,4,PhD,2,Finance,Small,Singapore,Hybrid,3,113741
Data Scientist,2,PhD,7,Education,Enterprise,Australia,No,0,156479
Data Scientist,4,High School,18,Media,Enterprise,Singapore,Yes,4,145840
Backend Developer,8,Master,4,Media,Enterprise,USA,No,1,198275
Business Analyst,20,Diploma,17,Media,Startup,India,Hybrid,1,81117
Software Engineer,14,Diploma,16,Education,Small,UK,Hybrid,4,148132
Cybersecurity Analyst,3,High School,13,Consulting,Startup,UK,No,2,116994
Software Engineer,19,High School,3,Education,Large,USA,No,0,187563
Software Engineer,19,PhD,12,Technology,Startup,Netherlands,Hybrid,2,148395
Backend Developer,10,Diploma,8,Technology,Small,Sweden,No,5,112533
Frontend Developer,20,High School,19,Manufacturing,Small,UK,No,3,150924
AI Engineer,5,Master,15,Healthcare,Medium,Remote,No,5,166919
